label_raw,n,v9_roles,d056_roles,event_context,participant,rule_id
dance floor,45,other,lighting_production,wedding_day,,exact
wedding dresser,44,attire,attire,wedding_day,,exact
photo and video,44,photographer,photographer|videographer,wedding_day,,exact
av,44,other,lighting_production,wedding_day,,exact
getting ready,42,other,venue,getting_ready,,phase_venue
bridal boutique,42,attire,attire,wedding_day,,exact
spray tan,42,other,beauty_services,wedding_day,,exact
hotels,42,hotel,accommodations,wedding_day,,exact
tabletop rentals,42,rentals,rentals,wedding_day,,exact
drapery,41,other,lighting_production,wedding_day,,exact
food,41,catering,catering,wedding_day,,exact
vintage car,41,other,transportation,wedding_day,,exact
mariachi,40,other,cultural_performers,wedding_day,,exact
featured on,39,other,press_feature,wedding_day,,press
day of coordination,39,planner,coordinator,wedding_day,,exact
h&mu,39,other,hair|makeup,wedding_day,,exact
hamu,39,other,hair|makeup,wedding_day,,exact
furniture,39,other,rentals,wedding_day,,exact
groom’s tux,38,attire,attire,wedding_day,,exact
makeup by,38,makeup,makeup,wedding_day,,exact
bride’s dress,38,attire,attire,wedding_day,,exact
cake + sweets,37,cake,cake|desserts,wedding_day,,exact
lighting & draping,37,other,lighting_production,wedding_day,,exact
pc,37,other,photographer,wedding_day,,exact
dress shop,37,attire,attire,wedding_day,,exact
event design,37,other,event_design,wedding_day,,exact
paper,37,stationery,stationery,wedding_day,,exact
venue + catering,37,venue,venue|catering,wedding_day,,exact
floral & design,37,florist,florist|event_design,wedding_day,,exact
planning & coordination,36,planner,planner|coordinator,wedding_day,,exact
tables,36,other,rentals,wedding_day,,exact
venue partners,36,other,noise,wedding_day,,noise
live band,36,band,band,wedding_day,,exact
specialty rentals,36,rentals,rentals,wedding_day,,exact
bride’s attire,36,attire,attire,wedding_day,,exact
the team that captured it all,35,other,noise,wedding_day,,noise
bridal hair,35,hair,hair,wedding_day,,exact
lighting & production,35,other,lighting_production,wedding_day,,exact
stationer,35,other,stationery,wedding_day,,exact
beauty + hair,35,hair,hair|makeup,wedding_day,,exact
bride’s shoes,35,attire,accessories,wedding_day,,exact
staff,34,other,noise,wedding_day,,noise
bridal shop,34,attire,attire,wedding_day,,exact
bride’s gown,34,attire,attire,wedding_day,,exact
alterations,34,attire,alterations,wedding_day,,exact
harpist,34,other,live_music,wedding_day,,exact
founder,34,other,noise,wedding_day,,noise
wedding venue,33,venue,venue,wedding_day,,exact
designer,33,other,event_design,wedding_day,,exact
bride & groom,33,other,,wedding_day,couple,participant
nails,33,other,beauty_services,wedding_day,,exact
assistant,33,other,noise,wedding_day,,noise
second dress,33,attire,attire,wedding_day,,exact
outfit,33,attire,attire,wedding_day,,exact
video by,33,videographer,videographer,wedding_day,,exact
day,33,other,noise,wedding_day,,noise
muah,32,beauty_other,hair|makeup,wedding_day,,exact
decor & floral,32,florist,florist|decor_other,wedding_day,,exact
design & decor,32,rentals,decor_other|event_design,wedding_day,,exact
bride and groom,32,other,,wedding_day,couple,participant
creative direction,32,other,event_design,wedding_day,,exact
coffee cart,31,other,desserts,wedding_day,,exact
invites,31,other,stationery,wedding_day,,exact
reception dress,31,attire,attire,reception,,exact
tenting,30,other,tent,wedding_day,,exact
makeup & hair,30,hair,hair|makeup,wedding_day,,exact
baker,29,other,cake,wedding_day,,exact
floral and decor,29,florist,florist|decor_other,wedding_day,,exact
event,29,other,noise,wedding_day,,noise
cookies,28,other,desserts,wedding_day,,exact
saxophonist,28,musician,live_music,wedding_day,,exact
late night snacks + desserts,28,cake,desserts,wedding_day,,exact
sotwi speakers,28,other,noise,wedding_day,,noise
candles,28,other,decor_other,wedding_day,,exact
ceremony & reception venue,27,venue,venue,wedding_day,,phase_venue
contentday,27,videographer,content_creator,wedding_day,,exact
thegatheringloftevents,27,jeweler,noise,wedding_day,,noise
ice sculpture,27,other,decor_other,wedding_day,,exact
dance lessons,27,other,dancers_choreography,wedding_day,,exact
artists,26,other,live_painter,wedding_day,,exact
cake & desserts,26,cake,cake|desserts,wedding_day,,exact
ice cream cart,26,other,desserts,wedding_day,,exact
cakes,26,cake,cake,wedding_day,,exact
second shot for,26,other,photographer,wedding_day,,exact
after party dj,25,dj,dj,after_party,,exact
speakers,25,other,noise,wedding_day,,noise
content creators,25,content_creator,content_creator,wedding_day,,exact
getting ready location,25,other,venue,getting_ready,,phase_venue
violin,25,other,live_music,wedding_day,,exact
lighting and drapery,24,other,lighting_production,wedding_day,,exact
event designer,24,other,event_design,wedding_day,,exact
planning by,24,planner,planner,wedding_day,,exact
earrings,24,jeweler,jewelry,wedding_day,,exact
ceremony dress,24,attire,attire,ceremony,,exact
groom’s suit,24,attire,attire,wedding_day,,exact
bridesmaids’ dresses,24,attire,attire,wedding_day,,exact
executive production team,24,other,planner,wedding_day,,exact
sg planner,24,planner,planner,wedding_day,,exact
wedding planning,24,planner,planner,wedding_day,,exact
photography & videography,23,photographer,photographer|videographer,wedding_day,,exact
wardrobe styling,23,other,attire,wedding_day,,exact
boat,23,other,noise,wedding_day,,noise
liquor,23,other,bar_service,wedding_day,,exact
backdrop,23,other,decor_other,wedding_day,,exact
makeup by yours truly,22,makeup,makeup,wedding_day,,exact
catering & bar,22,catering,catering|bar_service,wedding_day,,exact
paper products,22,stationery,stationery,wedding_day,,exact
bridal styling,22,attire,attire,wedding_day,,exact
print details,22,other,stationery,wedding_day,,exact
grazing table,22,other,catering,wedding_day,,exact
guys attire,22,attire,attire,wedding_day,,exact
mc,22,other,mc,wedding_day,,exact
brides dress designer + shop,22,attire,attire,wedding_day,,exact
bride attire,21,attire,attire,wedding_day,,exact
furniture rentals,21,rentals,rentals,wedding_day,,exact
workshop,21,other,noise,wedding_day,,noise
guest transport,21,transportation,transportation,wedding_day,,exact
event planning,21,planner,planner,wedding_day,,exact
ballerina,21,other,dancers_choreography,wedding_day,,exact
studio,21,other,noise,wedding_day,,noise
bridal makeup,21,makeup,makeup,wedding_day,,exact
bridal gowns,21,attire,attire,wedding_day,,exact
bridal dress,21,attire,attire,wedding_day,,exact
makeup + hair,21,hair,hair|makeup,wedding_day,,exact
grooms attire,21,attire,attire,wedding_day,,exact
tuxedo,21,attire,attire,wedding_day,,exact
social content,21,videographer,content_creator,wedding_day,,exact
lead photographer,20,photographer,photographer,wedding_day,,exact
planning and production,20,planner,planner|lighting_production,wedding_day,,exact
calligrapher,20,other,calligraphy,wedding_day,,exact
hair & mua,20,hair,hair|makeup,wedding_day,,exact
bts photo,20,photographer,second_shooter,wedding_day,,exact
dog nanny,20,other,pet_attendant,wedding_day,,exact
wedding bands,20,band,band,wedding_day,,exact
favors,20,other,favors_gifts,wedding_day,,exact
ice cream,20,other,desserts,wedding_day,,exact
florals & design,20,florist,florist|event_design,wedding_day,,exact
event coordinator,20,planner,coordinator,wedding_day,,exact
celebrant,19,other,officiant,wedding_day,,exact
invitation suite,19,attire,stationery,wedding_day,,exact
decor & design,19,rentals,decor_other|event_design,wedding_day,,exact
ketubah,19,other,noise,wedding_day,,noise
wedding rings,19,jeweler,jewelry,wedding_day,,exact
linens & rentals,19,rentals,rentals,wedding_day,,exact
publication,19,other,press_feature,wedding_day,,press
tan,19,other,beauty_services,wedding_day,,exact
champagne tower,19,other,bar_service,wedding_day,,exact
hair & make,19,hair,hair|makeup,wedding_day,,exact
rehearsal dinner venue,19,other,venue,rehearsal_dinner,,phase_venue
styling & planning,19,planner,planner|event_design,wedding_day,,exact
late night,19,other,desserts,wedding_day,,exact
getting ready hotel,18,hotel,accommodations,getting_ready,,exact
event rentals,18,rentals,rentals,wedding_day,,exact
bartending,18,other,bar_service,wedding_day,,exact
rentals and set design,18,rentals,rentals|event_design,wedding_day,,exact
welcome party,18,other,venue,welcome_party,,phase_venue
ice luge,18,other,bar_service,wedding_day,,exact
saxophone,18,musician,live_music,wedding_day,,exact
sax,18,musician,live_music,wedding_day,,exact
live wedding painter,18,other,live_painter,wedding_day,,exact
performers,18,other,entertainment_other,wedding_day,,exact
local partners,18,other,noise,wedding_day,,noise
instagram,18,other,noise,wedding_day,,noise
printables,18,other,stationery,wedding_day,,exact
cuisine,18,other,catering,wedding_day,,exact
ring,18,jeweler,jewelry,wedding_day,,exact
musical entertainment,18,dj,dj,wedding_day,,exact
tuxes,18,attire,attire,wedding_day,,exact
live artist,18,other,live_painter,wedding_day,,exact
cigars,17,other,entertainment_other,wedding_day,,exact
decor and design,17,rentals,decor_other|event_design,wedding_day,,exact
bouquet,17,other,florist,wedding_day,,exact
wedding dress designer,17,attire,attire,wedding_day,,exact
dress store,17,attire,attire,wedding_day,,exact
rentals & linen,17,rentals,rentals,wedding_day,,exact
brides people attire,17,attire,attire,wedding_day,,exact
rentals & decor,17,rentals,rentals|decor_other,wedding_day,,exact
hair by me,17,hair,hair,wedding_day,,exact
event host,17,other,mc,wedding_day,,exact
printed items,17,other,stationery,wedding_day,,exact
decor rentals,17,rentals,rentals,wedding_day,,exact
stationery & signage,17,stationery,stationery|signage,wedding_day,,exact
second,16,other,other,wedding_day,,unmatched
floral bar,16,florist,florist,wedding_day,,exact
makeup by me,16,makeup,makeup,wedding_day,,exact
coffee,16,other,desserts,wedding_day,,exact
mobile bar,16,other,bar_service,wedding_day,,exact
getting ready venue,16,other,venue,getting_ready,,phase_venue
wp,16,other,noise,wedding_day,,noise
photog,16,photographer,photographer,wedding_day,,exact
print goods,16,other,stationery,wedding_day,,exact
hair & makeup by me,16,hair,hair|makeup,wedding_day,,exact
the bride,16,other,,wedding_day,bride,participant
table top rentals,16,rentals,rentals,wedding_day,,exact
string quartet,16,jeweler,live_music,wedding_day,,exact
hair + mua,16,hair,hair|makeup,wedding_day,,exact
furniture rental,16,rentals,rentals,wedding_day,,exact
live musicians,16,musician,live_music,wedding_day,,exact
bride’s hair,16,hair,hair,wedding_day,,exact
second look,16,other,attire,wedding_day,,exact
other vendors,16,other,noise,wedding_day,,noise
artist,16,other,live_painter,wedding_day,,exact
invitations & stationery,16,stationery,stationery,wedding_day,,exact
outfits,15,attire,attire,wedding_day,,exact
filmmaker,15,videographer,videographer,wedding_day,,exact
bride’s makeup,15,makeup,makeup,wedding_day,,exact
engagement ring,15,jeweler,jewelry,engagement,,exact
wedding content creator,15,content_creator,content_creator,wedding_day,,exact
hair and make,15,hair,hair|makeup,wedding_day,,exact
entertainment by,15,dj,dj,wedding_day,,exact
live painting,15,other,live_painter,wedding_day,,exact
cigar roller,15,other,entertainment_other,wedding_day,,exact
bridal wear,15,attire,attire,wedding_day,,exact
bridal,15,attire,attire,wedding_day,,exact
balloons,15,other,decor_other,wedding_day,,exact
bride’s dress & veil,15,attire,attire|accessories,wedding_day,,exact
experiences,15,other,noise,wedding_day,,noise
after party,15,other,venue,after_party,,phase_venue
ceremony & reception,15,venue,venue,wedding_day,,phase_venue
glass placemats,15,other,rentals,wedding_day,,exact
photo assistant,15,photographer,second_shooter,wedding_day,,exact
decor & florals,15,florist,florist|decor_other,wedding_day,,exact
boutique,15,other,attire,wedding_day,,exact
mocktails,15,other,bar_service,wedding_day,,exact
grooms,14,other,,wedding_day,groom,participant
planning and decor,14,planner,planner|event_design,wedding_day,,exact
floral designer,14,florist,florist,wedding_day,,exact
gloves,14,other,accessories,wedding_day,,exact
the groom,14,other,,wedding_day,groom,participant
dhol,14,other,cultural_performers,wedding_day,,exact
floral team,14,florist,florist,wedding_day,,exact
decorators,14,rentals,decor_other,wedding_day,,exact
mehndi,14,other,beauty_services,sangeet_mehndi,,exact
lounge,14,other,rentals,wedding_day,,exact
menus,14,other,stationery,wedding_day,,exact
live entertainment,14,dj,entertainment_other,wedding_day,,exact
bts content,14,videographer,content_creator,wedding_day,,exact
assistant design collaboration,14,other,event_design,wedding_day,,exact
food truck,14,catering,catering,wedding_day,,exact
dj entertainment,14,dj,dj,wedding_day,,exact
musician,14,musician,live_music,wedding_day,,exact
sound,14,other,lighting_production,wedding_day,,exact
for,14,other,noise,wedding_day,,noise
partners,14,other,noise,wedding_day,,noise
design & floral,14,florist,florist|event_design,wedding_day,,exact
bridesmaid attire,13,attire,attire,wedding_day,,exact
wedding gowns,13,attire,attire,wedding_day,,exact
cocktail sponsors,13,other,noise,wedding_day,,noise
hairstylist,13,hair,hair,wedding_day,,exact
blush,13,other,makeup,wedding_day,,exact
florals + decor,13,florist,florist|decor_other,wedding_day,,exact
reception band,13,band,band,reception,,exact
signage & stationery,13,stationery,signage|stationery,wedding_day,,exact
assistant photographer,13,photographer,second_shooter,wedding_day,,exact
lighting and draping,13,other,lighting_production,wedding_day,,exact
ss,13,other,noise,wedding_day,,noise
film dev,13,videographer,noise,wedding_day,,noise
chargers,13,other,rentals,wedding_day,,exact
ceremony strings,13,musician,live_music,ceremony,,exact
caterers,13,catering,catering,wedding_day,,exact
bridesmaids hair,13,hair,hair,wedding_day,,exact
design & planning,13,planner,planner|event_design,wedding_day,,exact
editorial for,13,other,press_feature,wedding_day,,press
linens & chargers,13,rentals,rentals,wedding_day,,exact
cocktail music,13,musician,live_music,cocktail_hour,,exact
full planning,13,planner,planner,wedding_day,,exact
reception entertainment,13,dj,dj,reception,,exact
brides,13,other,,wedding_day,bride,participant
h&m,13,other,hair|makeup,wedding_day,,exact
wedding photography,13,photographer,photographer,wedding_day,,exact
second shooters,12,other,second_shooter,wedding_day,,exact
arch,12,other,decor_other,wedding_day,,exact
dj & photo booth,12,photobooth,dj|photo_booth,wedding_day,,exact
harp,12,other,live_music,wedding_day,,exact
beverage,12,other,bar_service,wedding_day,,exact
design and decor,12,rentals,decor_other|event_design,wedding_day,,exact
accomodations,12,other,accommodations,wedding_day,,exact
logistics,12,other,coordinator,wedding_day,,exact
the decor,12,rentals,decor_other,wedding_day,,exact
planning and concept design,12,planner,planner|event_design,wedding_day,,exact
bridal details,12,attire,attire,wedding_day,,exact
floral and design,12,florist,florist|event_design,wedding_day,,exact
seating chart,12,other,signage,wedding_day,,exact
henna artist,12,other,beauty_services,wedding_day,,exact
choir,12,other,live_music,wedding_day,,exact
bts,12,other,content_creator,wedding_day,,exact
mariachi band,12,band,cultural_performers,wedding_day,,exact
lighting + draping,12,other,lighting_production,wedding_day,,exact
cake and desserts,12,cake,cake|desserts,wedding_day,,exact
graphic design,12,other,stationery,wedding_day,,exact
bride’s hair & makeup,12,hair,hair|makeup,wedding_day,,exact
prep hotel,12,hotel,accommodations,getting_ready,,exact
lighting + sound,12,other,lighting_production,wedding_day,,exact
client,12,other,noise,wedding_day,,noise
bride’s jewelry,12,jeweler,jewelry,wedding_day,,exact
decor styling,12,rentals,event_design,wedding_day,,exact
hotel sponsors,12,hotel,noise,wedding_day,,noise
photo lead,12,photographer,photographer,wedding_day,,exact
groom tux & accessories,12,attire,attire|accessories,wedding_day,,exact
gelato,12,other,desserts,wedding_day,,exact
hair stylists,12,hair,hair,wedding_day,,exact
bride makeup,12,makeup,makeup,wedding_day,,exact
sangeet entertainment,12,dj,cultural_performers,sangeet_mehndi,,exact
portrait location,12,other,venue,wedding_day,,exact
diamonds,11,other,jewelry,wedding_day,,exact
hair and makeup by,11,hair,hair|makeup,wedding_day,,exact
bts photographer,11,photographer,second_shooter,wedding_day,,exact
reception music,11,musician,live_music,reception,,exact
vendor team,11,other,noise,wedding_day,,noise
a/v,11,other,lighting_production,wedding_day,,exact
glam on,11,other,makeup,wedding_day,,exact
printing,11,other,stationery,wedding_day,,exact
specialty linens,11,rentals,rentals,wedding_day,,exact
planning team,11,planner,planner,wedding_day,,exact
lighting & decor,11,rentals,lighting_production|decor_other,wedding_day,,exact
bridal mehndi,11,attire,beauty_services,sangeet_mehndi,,exact
venue & caterer,11,venue,venue|catering,wedding_day,,exact
bridal accessories,11,attire,accessories,wedding_day,,exact
custom signage,11,other,signage,wedding_day,,exact
welcome sign,11,other,signage,wedding_day,,exact
photography and videography,11,photographer,photographer|videographer,wedding_day,,exact
venue and catering,11,venue,venue|catering,wedding_day,,exact
bridal salon,11,attire,attire,wedding_day,,exact
bridal gown & accessories,11,attire,attire|accessories,wedding_day,,exact
bm dresses,11,attire,attire,wedding_day,,exact
table designers,11,other,event_design,wedding_day,,exact
videographers,11,videographer,videographer,wedding_day,,exact
on,11,other,noise,wedding_day,,noise
tablescape,11,other,event_design,wedding_day,,exact
wedding attire,11,attire,attire,wedding_day,,exact
cover photo by,11,photographer,photographer,wedding_day,,exact
gromswear,11,other,attire,wedding_day,,exact
cake & sweets,11,cake,cake|desserts,wedding_day,,exact
bridal shoes,11,attire,accessories,wedding_day,,exact
chair,11,hair,rentals,wedding_day,,exact
participating venues,11,venue,noise,wedding_day,,noise
guest transportation,11,transportation,transportation,wedding_day,,exact
bar rental,10,rentals,rentals,wedding_day,,exact
late night snacks,10,other,desserts,wedding_day,,exact
planner & designer,10,planner,planner|event_design,wedding_day,,exact
tailor,10,other,alterations,wedding_day,,exact
bride’s dresses,10,attire,attire,wedding_day,,exact
fashion,10,other,attire,wedding_day,,exact
chargers & flatware,10,other,rentals,wedding_day,,exact
chuppah fabric,10,other,noise,wedding_day,,noise
sangeet venue,10,other,venue,sangeet_mehndi,,phase_venue
sax player,10,musician,live_music,wedding_day,,exact
quartet,10,other,live_music,wedding_day,,exact
full service planning & design,10,planner,planner|event_design,wedding_day,,exact.stripped
bridesmaids dress,10,attire,attire,wedding_day,,exact
with,10,other,noise,wedding_day,,noise
lighting + production,10,other,lighting_production,wedding_day,,exact
lips,10,other,makeup,wedding_day,,exact
floral artist & design,10,florist,florist,wedding_day,,exact
wedding band,10,band,band,wedding_day,,exact
afterparty dj,10,dj,dj,after_party,,exact
weather concierge,10,other,noise,wedding_day,,noise
groom and groomsmen attire,10,attire,attire,wedding_day,,exact
locations,10,other,venue,wedding_day,,exact
wedding jewelry,10,jeweler,jewelry,wedding_day,,exact
concept + planning,10,planner,planner|event_design,wedding_day,,exact
marquee letters,10,other,decor_other,wedding_day,,exact
stage,10,other,lighting_production,wedding_day,,exact
dog wedding attendant,10,other,pet_attendant,wedding_day,,exact
chairs & lounge,10,hair,rentals,wedding_day,,exact
venue + bar,10,venue,venue|bar_service,wedding_day,,exact
flower design,10,florist,florist,wedding_day,,exact
kippot,10,other,noise,wedding_day,,noise
newlyweds,10,other,,wedding_day,couple,participant
decor by,10,rentals,decor_other,wedding_day,,exact
panel,10,other,noise,wedding_day,,noise
planning & conceptual design,10,planner,planner|event_design,wedding_day,,exact
planning & catering,10,planner,planner|catering,wedding_day,,exact
participating companies,10,other,noise,wedding_day,,noise
the video,10,videographer,videographer,wedding_day,,exact
camera,9,other,noise,wedding_day,,noise
limo,9,transportation,transportation,wedding_day,,exact
music by,9,musician,live_music,wedding_day,,exact
boba,9,other,desserts,wedding_day,,exact
bridal wardrobe,9,attire,attire,wedding_day,,exact
wedding stationary,9,stationery,stationery,wedding_day,,exact
parish,9,venue,venue,ceremony,,phase_venue
accommodation,9,other,accommodations,wedding_day,,exact
wine,9,other,bar_service,wedding_day,,exact
make up & hair,9,hair,hair|makeup,wedding_day,,exact
huge thanks to our amazing sponsors,9,other,noise,wedding_day,,noise
foundation,9,other,noise,wedding_day,,noise
concept,9,other,event_design,wedding_day,,exact
lip,9,other,makeup,wedding_day,,exact
fireworks,9,other,entertainment_other,wedding_day,,exact
pianist,9,other,live_music,wedding_day,,exact
mehendi,9,other,beauty_services,sangeet_mehndi,,exact
flowers design,9,florist,florist,wedding_day,,exact
rentals and linens,9,rentals,rentals,wedding_day,,exact
singer,9,other,live_music,wedding_day,,exact
napkins,9,other,rentals,wedding_day,,exact
escort card illustrations,9,other,stationery,wedding_day,,exact
shot by,9,other,photographer,wedding_day,,exact
drone,9,other,drone,wedding_day,,exact
custom veil,9,other,accessories,wedding_day,,exact
film lab,9,videographer,noise,wedding_day,,noise
cupcakes,9,cake,cake,wedding_day,,exact
design and flowers,9,florist,florist|event_design,wedding_day,,exact
cocktails,9,other,bar_service,wedding_day,,exact
signage & custom work,9,other,signage,wedding_day,,exact
brides dress,9,attire,attire,wedding_day,,exact
bride dress,9,attire,attire,wedding_day,,exact
tuscany romance,9,other,noise,wedding_day,,noise
hair by yours truly,9,hair,hair,wedding_day,,exact
l drone,9,other,drone,wedding_day,,exact
planning & decor,9,planner,planner|event_design,wedding_day,,exact
happy anniversary drew and rachel,9,other,noise,wedding_day,,noise
morning dress,9,attire,attire,wedding_day,,exact
private home dress,9,attire,attire,wedding_day,,exact
watercolor artists,9,other,live_painter,wedding_day,,exact
hair makeup,9,hair,hair|makeup,wedding_day,,exact
lead photographer and host,9,photographer,photographer,wedding_day,,exact
decorator,9,rentals,decor_other,wedding_day,,exact
groom’s ring,9,jeweler,jewelry,wedding_day,,exact
makeup and hair,9,hair,hair|makeup,wedding_day,,exact
captured by,9,other,photographer,wedding_day,,exact
event decor,9,rentals,decor_other,wedding_day,,exact
planning & design and host,9,planner,planner|event_design,wedding_day,,compound(exact+exact)
guest book,9,other,guest_book,wedding_day,,exact
groom’s shoes,9,attire,accessories,wedding_day,,exact
shot for,9,other,photographer,wedding_day,,exact
p&v,9,other,photographer|videographer,wedding_day,,exact
staffing,9,other,staffing,wedding_day,,exact
custom t,9,other,noise,wedding_day,,noise
dog service,8,other,pet_attendant,wedding_day,,exact
clothing,8,other,attire,wedding_day,,exact
photo & video team for,8,photographer,photographer|videographer,wedding_day,,exact
bridal party makeup,8,makeup,makeup,wedding_day,,exact
event coordination,8,planner,coordinator,wedding_day,,exact
grooms people attire,8,attire,attire,wedding_day,,exact
hair styling,8,hair,hair,wedding_day,,exact
painter,8,other,live_painter,wedding_day,,exact
loved this vendor team so much,8,other,noise,wedding_day,,noise
tunes,8,other,dj,wedding_day,,exact
watercolor portraits,8,other,live_painter,wedding_day,,exact
lighting + av,8,other,lighting_production,wedding_day,,exact
lounge furniture,8,other,rentals,wedding_day,,exact
hair and makeup by me,8,hair,hair|makeup,wedding_day,,exact
wedding party attire,8,attire,attire,wedding_day,,exact
bride + groom,8,other,,wedding_day,couple,participant
bride hair,8,hair,hair,wedding_day,,exact
catering & cake,8,cake,catering|cake,wedding_day,,exact
modern luxury weddings spring,8,jeweler,press_feature,wedding_day,,press
partner,8,other,noise,wedding_day,,noise
planner & concept,8,planner,planner|event_design,wedding_day,,exact
event producer,8,other,planner,wedding_day,,exact
associate photographer,8,photographer,second_shooter,wedding_day,,exact
linens + chargers,8,rentals,rentals,wedding_day,,exact
bridsemaid attire,8,attire,attire,wedding_day,,exact
cotton candy,8,other,desserts,wedding_day,,exact
weather reports,8,other,noise,wedding_day,,noise
planning + management,8,planner,planner,wedding_day,,exact
transportation & valet,8,transportation,transportation|valet,wedding_day,,exact
catering + late night food,8,catering,catering,wedding_day,,exact
bridal outfit,8,attire,attire,wedding_day,,exact
host property,8,other,venue,wedding_day,,exact
cake artist,8,cake,cake,wedding_day,,exact
coordinators,8,planner,coordinator,wedding_day,,exact
guest couple,8,other,,wedding_day,couple,participant
dress boutique,8,attire,attire,wedding_day,,exact
mensware,8,other,attire,wedding_day,,exact
pov,8,other,noise,wedding_day,,noise
vendors,8,other,noise,wedding_day,,noise
bridal store,8,attire,attire,wedding_day,,exact
ceremony entertainment,8,dj,live_music,ceremony,,exact
specialty bartenders,8,other,bar_service,wedding_day,,exact
dance floor wrap,8,other,lighting_production,wedding_day,,exact
men’s attire,8,attire,attire,wedding_day,,exact
lighting & drapery,8,other,lighting_production,wedding_day,,exact
bride’s ceremony gown,8,attire,attire,ceremony,,exact
flat lay styling,8,other,event_design,wedding_day,,exact
the venue,8,venue,venue,wedding_day,,exact
chef,8,other,catering,wedding_day,,exact
champagne dress,8,attire,attire,wedding_day,,exact
event designer & florist,8,florist,florist|event_design,wedding_day,,exact
bridal hair & makeup,8,hair,hair|makeup,wedding_day,,exact
reception catering,8,catering,catering,reception,,exact
croquembouche,8,other,cake,wedding_day,,exact
groom wedding day look,8,other,attire,wedding_day,,exact
hair + makeup by me,8,hair,hair|makeup,wedding_day,,exact
valet + coatcheck,8,other,valet,wedding_day,,exact
custom coat,8,other,attire,wedding_day,,exact
dj + photobooth,8,photobooth,dj|photo_booth,wedding_day,,exact
tablescapes,8,other,event_design,wedding_day,,exact
party dresses,8,attire,attire,wedding_day,,exact
confetti,8,other,decor_other,wedding_day,,exact
logistics concierge,8,other,noise,wedding_day,,noise
donuts,8,other,desserts,wedding_day,,exact
styling mats,8,other,rentals,wedding_day,,exact
hair&makeup,8,hair,hair|makeup,wedding_day,,exact
magician,8,other,entertainment_other,wedding_day,,exact
florists,8,florist,florist,wedding_day,,exact
dj & lighting,8,dj,dj|lighting_production,wedding_day,,exact
repost from,8,other,press_feature,wedding_day,,press
decor + floral,8,florist,florist|decor_other,wedding_day,,exact
speaker hair,8,hair,hair,wedding_day,,exact
charcuterie,8,other,catering,wedding_day,,exact
pet attendant,7,other,pet_attendant,wedding_day,,exact
draping & lighting,7,other,lighting_production,wedding_day,,exact
model couple,7,other,,wedding_day,couple,participant
lights,7,other,lighting_production,wedding_day,,exact
venue & food,7,venue,venue|catering,wedding_day,,exact
groom’s outfit,7,attire,attire,wedding_day,,exact
ceremony aisle,7,other,decor_other,ceremony,,exact
suiting,7,attire,attire,wedding_day,,exact
chair rentals,7,hair,rentals,wedding_day,,exact
mu,7,other,makeup,wedding_day,,exact
muah main couple,7,beauty_other,,wedding_day,model,participant
floral & event design,7,florist,florist|event_design,wedding_day,,exact
makeup artists,7,makeup,makeup,wedding_day,,exact
press,7,other,press_feature,wedding_day,,press
make up artist,7,other,makeup,wedding_day,,exact
drinks,7,catering,bar_service,wedding_day,,exact
hair stylist & makeup artist,7,hair,hair|makeup,wedding_day,,exact
jewels,7,jeweler,jewelry,wedding_day,,exact
brides attire,7,attire,attire,wedding_day,,exact
custom linens,7,rentals,rentals,wedding_day,,exact
floral + design,7,florist,florist|event_design,wedding_day,,exact
treatment,7,other,noise,wedding_day,,noise
catering & floral,7,florist,catering|florist,wedding_day,,exact
dinner,7,catering,catering,wedding_day,,exact
first dance choreography,7,other,dancers_choreography,wedding_day,,exact
reception dj,7,dj,dj,reception,,exact
ladies getting ready venue,7,other,venue,getting_ready,,phase_venue
sponsors,7,other,noise,wedding_day,,noise
planning + coordination,7,planner,planner|coordinator,wedding_day,,exact
string trio,7,jeweler,live_music,wedding_day,,exact
linen rentals,7,rentals,rentals,wedding_day,,exact
custom ring,7,jeweler,jewelry,wedding_day,,exact
design & florals,7,florist,florist|event_design,wedding_day,,exact
bridal bouquet,7,attire,florist,wedding_day,,exact
cocktail hour food,7,catering,catering,cocktail_hour,,exact
planning & florals,7,planner,planner|florist,wedding_day,,exact
floral design & production,7,florist,florist,wedding_day,,exact
dancers,7,other,dancers_choreography,wedding_day,,exact
bridal stylist,7,attire,attire,wedding_day,,exact
shuttle,7,other,transportation,wedding_day,,exact
cocktail napkins,7,other,rentals,cocktail_hour,,exact
gown designer,7,attire,attire,wedding_day,,exact
photo location,7,photographer,venue,wedding_day,,exact
gerber scarpelli photography,7,photographer,noise,wedding_day,,noise
second for,7,other,photographer,wedding_day,,exact
hair and make up,7,hair,hair|makeup,wedding_day,,exact
wedding day linens,7,rentals,rentals,wedding_day,,exact
wedding shoes,7,attire,accessories,wedding_day,,exact
stationery & event branding,7,stationery,stationery,wedding_day,,exact
formal wear,7,other,attire,wedding_day,,exact
floral sponsor,7,florist,noise,wedding_day,,noise
yacht,7,other,noise,wedding_day,,noise
rehearsal venue,7,venue,venue,rehearsal_dinner,,phase_venue.modifier
lighting design,7,other,lighting_production,wedding_day,,exact
sangeet catering,7,catering,catering,sangeet_mehndi,,exact
glam squad,7,other,hair|makeup,wedding_day,,exact
workshop host,7,other,noise,wedding_day,,noise
workshop hosts,7,other,noise,wedding_day,,noise
team,7,other,noise,wedding_day,,noise
technical + lighting,7,other,lighting_production,wedding_day,,exact
grooms outfit,7,attire,attire,wedding_day,,exact
